clean_prefix,corrupt_prefix,patient,clean_verb,corrupt_verb,uid,domain
The survey was revised by the,The survey was obscured by the,survey,revised,obscured,018bb16fef314be4b67803ef6f25eb4c,Academic Scientific Frame
The warehouse was planned by the,The warehouse was shaken by the,warehouse,planned,shaken,03b52f13f7c34e7b92b8f996884e4dec,Physical Structures
The neighbor was interviewed by the,The neighbor was blinded by the,neighbor,interviewed,blinded,dab16b2e226a4967ab6b535c9dd7ffd7,Humans as Physical Entities
The uniform was packed by the,The uniform was burned by the,uniform,packed,burned,43ebfa2f38b6475695792e76899dc0d3,Textile Garment Frame
The chapter was cited by the,The chapter was corrupted by the,chapter,cited,corrupted,9341830530bc487488b94fbb1ed08051,Academic Scientific Frame
The soldier was rescued by the,The soldier was struck by the,soldier,rescued,struck,783610b5a06f472ea43e20ca924c5263,Humans as Physical Entities
The garage was monitored by the,The garage was destroyed by the,garage,monitored,destroyed,89f0a07c87eb464799826a8ffdb8f3af,Physical Structures
The file was shared by the,The file was distorted by the,file,shared,distorted,054eb235f6334a449f6e9ef513556ddd,Information Resources
The uniform was washed by the,The uniform was burned by the,uniform,washed,burned,8b923416c0124c00876166d0bae8959c,Textile Garment Frame
The station was monitored by the,The station was destroyed by the,station,monitored,destroyed,fedcf49efb9b4b5492c6a6ab2c4141aa,Physical Structures
The canoe was designed by the,The canoe was flooded by the,canoe,designed,flooded,886f3876f32f4ad485a9ca741b6f3ba2,Vehicles and Conveyances
The citizen was treated by the,The citizen was blinded by the,citizen,treated,blinded,892654c7ef1349f8a2b738c2bd1f6403,Humans as Physical Entities
The abstract was translated by the,The abstract was obscured by the,abstract,translated,obscured,4094a7b3d3b248e0948b7826ea0bdff7,Academic Scientific Frame
The warrant was amended by the,The warrant was blocked by the,warrant,amended,blocked,14f99a0c87ca418ba122335f555afbfb,Legal Administrative Frame
The subpoena was drafted by the,The subpoena was lost by the,subpoena,drafted,lost,2724e1cef8e245009dcdb457d401f162,Legal Administrative Frame
The cyclist was transported by the,The cyclist was blinded by the,cyclist,transported,blinded,4c7de674294a4f14a39ff5a8b3777713,Humans as Physical Entities
The girl was interviewed by the,The girl was blinded by the,girl,interviewed,blinded,239c03bbfa9441db8a0e0e93b890ca13,Humans as Physical Entities
The profit was reported by the,The profit was disrupted by the,profit,reported,disrupted,a28baec508844176b53671b168d7a9a0,Financial Economic Frame
The taxi was repaired by the,The taxi was blocked by the,taxi,repaired,blocked,998da274bd5741df9bc2e93b505cf4f9,Vehicles and Conveyances
The stadium was inspected by the,The stadium was damaged by the,stadium,inspected,damaged,63cf8fa9e3474183b8cefbe58d549edb,Physical Structures
The script was edited by the,The script was compressed by the,script,edited,compressed,272c8c4247474fbeb6681738ba5bbed8,Information Resources
The glove was washed by the,The glove was soaked by the,glove,washed,soaked,6d2484c9fcb6437482e57ee4b57fd9d2,Textile Garment Frame
The revenue was approved by the,The revenue was constrained by the,revenue,approved,constrained,ee0f17d03d3549a1bdd9693bceb2afee,Financial Economic Frame
The harbor was surveyed by the,The harbor was shaken by the,harbor,surveyed,shaken,e120f84add7f4b7aa111483cd3e895ce,Physical Structures
The van was driven by the,The van was damaged by the,van,driven,damaged,c4231cc1c6744c0d86e4391fb56608ec,Vehicles and Conveyances
The reserve was adjusted by the,The reserve was depleted by the,reserve,adjusted,depleted,0d58a16e155447d3bf1a8f0632f84fb3,Financial Economic Frame
The article was reviewed by the,The article was damaged by the,article,reviewed,damaged,8e8a45db2815428fad29733a69730b1f,Academic Scientific Frame
The dataset was archived by the,The dataset was encrypted by the,dataset,archived,encrypted,0ab94dc769664c88b2384b1a72a00155,Information Resources
The bunker was designed by the,The bunker was battered by the,bunker,designed,battered,9e803a0776944844951f298d18a0bea9,Physical Structures
The article was archived by the,The article was corrupted by the,article,archived,corrupted,afe7afb2b34645f79099f262d0c7ca21,Academic Scientific Frame
The summary was analyzed by the,The summary was delayed by the,summary,analyzed,delayed,da115b04752e4b47baab4d98e45e4625,Academic Scientific Frame
The claim was reviewed by the,The claim was buried by the,claim,reviewed,buried,8733842447434665a71425df920c4009,Legal Administrative Frame
The chili was chilled by the,The chili was contaminated by the,chili,chilled,contaminated,d8a9e25a066b4c689f0ce5539dd78905,Culinary Frame
The house was inspected by the,The house was destroyed by the,house,inspected,destroyed,5f3bfc8e66454ad9b62ccca4b1e5a986,Physical Structures
The allowance was monitored by the,The allowance was exhausted by the,allowance,monitored,exhausted,a61572248c3c47e8a437e327cde27e8d,Financial Economic Frame
The report was downloaded by the,The report was deleted by the,report,downloaded,deleted,62d033e427ed46708eba8aee58609f5f,Information Resources
The blanket was tailored by the,The blanket was soaked by the,blanket,tailored,soaked,e5d05485e2d6474d9cd19d6095111553,Textile Garment Frame
The tourist was questioned by the,The tourist was struck by the,tourist,questioned,struck,806b8326113b497da58932517e4886b9,Humans as Physical Entities
The maple was inspected by the,The maple was choked by the,maple,inspected,choked,68c1a5e6f79a400b8d5300b59ee1d0fb,Biological Organisms
The house was renovated by the,The house was buried by the,house,renovated,buried,c5099c2ea31540f8985b6b03a1b87740,Physical Structures
The policy was approved by the,The policy was erased by the,policy,approved,erased,637aab0aa3ef47788f687c7005f7572b,Legal Administrative Frame
The van was designed by the,The van was blocked by the,van,designed,blocked,d6cbfebfba464d5bb470a15e1141fb01,Vehicles and Conveyances
The model was archived by the,The model was damaged by the,model,archived,damaged,638c54a6919a4d9aaa635660551fb8c9,Information Resources
The article was archived by the,The article was distorted by the,article,archived,distorted,e9d080ab028142809b95432cb153ec66,Academic Scientific Frame
The tractor was repaired by the,The tractor was damaged by the,tractor,repaired,damaged,77be82d8e84042a7bb22936dedfd6ccd,Vehicles and Conveyances
The ferry was repaired by the,The ferry was overturned by the,ferry,repaired,overturned,3b48602c749a4a2b81874f37a7abd325,Vehicles and Conveyances
The application was signed by the,The application was erased by the,application,signed,erased,3e92b0b3c0384741a51c61e947b15ce8,Legal Administrative Frame
The summary was revised by the,The summary was erased by the,summary,revised,erased,565debf850fb47af9eb0e1e81b9a2582,Academic Scientific Frame
The sauce was prepared by the,The sauce was contaminated by the,sauce,prepared,contaminated,e6340adc39f74b6a833a38a0cef244df,Culinary Frame
The complaint was filed by the,The complaint was corrupted by the,complaint,filed,corrupted,7837ed6064534aa98cca98466559e576,Legal Administrative Frame
The order was reviewed by the,The order was delayed by the,order,reviewed,delayed,231479b015c74c34bacee1341d1b6779,Legal Administrative Frame
The tree was planted by the,The tree was stripped by the,tree,planted,stripped,f339cba9dd544e8b93dcc75e4bca8f3f,Biological Organisms
The survey was cited by the,The survey was erased by the,survey,cited,erased,19bd33fbe92d41b19ca057441e75e80d,Academic Scientific Frame
The broth was prepared by the,The broth was frozen by the,broth,prepared,frozen,004cf7e0a08344c7a3af40cbd0da41a8,Culinary Frame
The file was indexed by the,The file was scrambled by the,file,indexed,scrambled,fdca27ee57c04207b83d91f0299129a3,Information Resources
The savings was managed by the,The savings was inflated by the,savings,managed,inflated,8a575ab0f3244ad3b1f41ff1b872b46e,Financial Economic Frame
The library was financed by the,The library was blocked by the,library,financed,blocked,868dc80145404152b40e5c003b6b230e,Physical Structures
The video was archived by the,The video was corrupted by the,video,archived,corrupted,2834147338fb4f78b76c0e607ed2efdd,Information Resources
The motion was recorded by the,The motion was delayed by the,motion,recorded,delayed,1782a5d8d08c4e02bd7f2569285ea97f,Legal Administrative Frame
The terminal was inspected by the,The terminal was destroyed by the,terminal,inspected,destroyed,01bf3428410143eca0301bfd2837f921,Physical Structures
The abstract was validated by the,The abstract was corrupted by the,abstract,validated,corrupted,9753e6f645a2494cb1e62a112a1eeffd,Academic Scientific Frame
The tunnel was repaired by the,The tunnel was shaken by the,tunnel,repaired,shaken,af88e967b3994e108eb30ae853dc8cf9,Physical Structures
The ship was loaded by the,The ship was overturned by the,ship,loaded,overturned,82195381aded4a84a922fae94ec4314b,Vehicles and Conveyances
The warrant was processed by the,The warrant was lost by the,warrant,processed,lost,3a9194fb808744098cae190fbb6fa991,Legal Administrative Frame
The manuscript was analyzed by the,The manuscript was scrambled by the,manuscript,analyzed,scrambled,aa73808f48ce437499aa912dcc7ff61b,Academic Scientific Frame
The bunker was planned by the,The bunker was buried by the,bunker,planned,buried,91595168a8c64f928b9551aa18fedce2,Physical Structures
The runway was designed by the,The runway was destroyed by the,runway,designed,destroyed,00de374cc2624024a2a72cae0635b4db,Physical Structures
The subsidy was approved by the,The subsidy was reduced by the,subsidy,approved,reduced,c003493528394871ab95a0752a100412,Financial Economic Frame
The investment was adjusted by the,The investment was depleted by the,investment,adjusted,depleted,8677eaa4fd6249ffbfa4e56110c50b03,Financial Economic Frame
The profile was edited by the,The profile was corrupted by the,profile,edited,corrupted,2480fa3231974db5b218cf9f94865fa5,Information Resources
The station was designed by the,The station was destroyed by the,station,designed,destroyed,c63353be132e4600a7bbd98caf656f56,Physical Structures
The tram was designed by the,The tram was shaken by the,tram,designed,shaken,fcf41020fea44cb8a51334e54c31e7fa,Vehicles and Conveyances
The affidavit was recorded by the,The affidavit was burned by the,affidavit,recorded,burned,32706b5964cb47628f7a7af3fe897686,Legal Administrative Frame
The file was reviewed by the,The file was erased by the,file,reviewed,erased,85278d63164d430c8d821239c3770ade,Information Resources
The thesis was revised by the,The thesis was obscured by the,thesis,revised,obscured,7ccf180c0bd14317bea555d890001890,Academic Scientific Frame
The revenue was valued by the,The revenue was exhausted by the,revenue,valued,exhausted,3a1a754fc8be4808a6742d38c7b79620,Financial Economic Frame
The chili was chilled by the,The chili was dried by the,chili,chilled,dried,7ec759838ec74f229b499960dcf86c3d,Culinary Frame
The model was verified by the,The model was corrupted by the,model,verified,corrupted,938a5a312b0944d9a844612b34bb1bc4,Information Resources
The draft was validated by the,The draft was damaged by the,draft,validated,damaged,1f14fc8f358a4ade87700fefed88993b,Academic Scientific Frame
The image was analyzed by the,The image was obscured by the,image,analyzed,obscured,63407fe21181470189e424eb99b8f051,Academic Scientific Frame
The boat was parked by the,The boat was crushed by the,boat,parked,crushed,e51370bd920e4bbd8f5ceb7538495797,Vehicles and Conveyances
The shirt was displayed by the,The shirt was shredded by the,shirt,displayed,shredded,9114c6b68be3482cbccffb5bb915ab5d,Textile Garment Frame
The report was verified by the,The report was damaged by the,report,verified,damaged,2f3766f652ac4f4ca95c6c774f1d83d7,Information Resources
The dam was inspected by the,The dam was blocked by the,dam,inspected,blocked,5acdc40bbe844d4ab164d2a63e669db7,Physical Structures
The uniform was folded by the,The uniform was faded by the,uniform,folded,faded,93f0a37878584baeaa2877d4f8f1754c,Textile Garment Frame
The girl was treated by the,The girl was blinded by the,girl,treated,blinded,40e4045a13eb44b2ac6ac9957fca364b,Humans as Physical Entities
The car was loaded by the,The car was flooded by the,car,loaded,flooded,9b4c144a2c804199994ab7aa4156da12,Vehicles and Conveyances
The sauce was chilled by the,The sauce was frozen by the,sauce,chilled,frozen,253751a13e634a28b9efa131354f7bfa,Culinary Frame
The tractor was parked by the,The tractor was crushed by the,tractor,parked,crushed,807501f20bd54b31ae0625e83f007479,Vehicles and Conveyances
